chunk_id	doc_id	heading	damage_classes	clause_type	chunk_len	text
chunk_00010	user_policy_3_quickclaim_general	arising from and directly caused by the following events during the policy period:		exclusion	339	[arising from and directly caused by the following events during the policy period:] is conditional upon the simultaneous presence of other admissible damage to the vehicle body. SCHEDULE OF EXCLUDED LOSSES AND LIABILITIES Notwithstanding the operative clause above, the Company shall in no event be liable under this policy for any of the
chunk_00011	user_policy_3_quickclaim_general	A. Exclusions Relating to Panel and Body Damage	dent	exclusion	230	A. Exclusions Relating to Panel and Body Damage A1. Dents or deformations of body panels arising from metal fatigue, long-term vibration stress, or corrosion from within, even where the resulting deformation is externally visible.
chunk_00012	user_policy_3_quickclaim_general	A. Exclusions Relating to Panel and Body Damage	dent,scratch	exclusion	349	[A. Exclusions Relating to Panel and Body Damage] A2. Panel damage attributable to overloading of the vehicle beyond the manufacturer's gross vehicle weight rating, where such overloading is the proximate cause. A3. Dents or scratches on body components that existed prior to the inception of this policy, as documented in the pre-inspection report.
chunk_00013	user_policy_3_quickclaim_general	A. Exclusions Relating to Panel and Body Damage	dent	exclusion	338	[A. Exclusions Relating to Panel and Body Damage] pre-inspection report. A4. Cosmetic marks or shallow surface scuffs on bumpers caused by parking in proximity to kerb stones during normal driving, classified as unavoidable wear. A5. Body damage arising from manufacturer recall campaigns or factory defects, recoverable instead under the
chunk_00014	user_policy_3_quickclaim_general	B. Exclusions Relating to Scratch and Paint Damage	scratch	exclusion	198	B. Exclusions Relating to Scratch and Paint Damage B1. Scratches and paint damage from automated car wash equipment, hand washing with abrasive materials, or application of improper cleaning agents.
chunk_00015	user_policy_3_quickclaim_general	B. Exclusions Relating to Scratch and Paint Damage	scratch	exclusion	324	[B. Exclusions Relating to Scratch and Paint Damage] B2. Fade, oxidation, or chalking of paintwork from prolonged UV exposure or environmental pollutants, constituting gradual deterioration. B3. Paint damage arising from bird droppings, tree sap, or industrial fallout, not caused by a sudden and identifiable insured event.
chunk_00016	user_policy_3_quickclaim_general	B. Exclusions Relating to Scratch and Paint Damage	scratch	exclusion	344	[B. Exclusions Relating to Scratch and Paint Damage] insured event. B4. Scratches on internally fitted surfaces, door sills, or boot lids from loading and unloading of goods by the insured. B5. Any scratch or paint damage not reported to the Company within 30 days of occurrence, unless the insured provides written justification for the delay.
chunk_00017	user_policy_3_quickclaim_general	C. Exclusions Relating to Cracks	crack,shattered_glass	exclusion	232	C. Exclusions Relating to Cracks C1. Hairline cracks in laminated safety glass that do not progress into full fractures and do not impair the driver's field of vision as defined in Rule 100 of the Central Motor Vehicles Rules, 1989.
chunk_00018	user_policy_3_quickclaim_general	C. Exclusions Relating to Cracks	dent,crack	exclusion	241	[C. Exclusions Relating to Cracks] C2. Cracks in engine block, cylinder head, or other internal mechanical components, even where resulting from an external impact, unless such impact is also separately claimed under the body damage section.
chunk_00019	user_policy_3_quickclaim_general	C. Exclusions Relating to Cracks	crack	exclusion	293	[C. Exclusions Relating to Cracks] C3. Cracks in dashboard, door card, or interior trim materials from heat, UV exposure, or age-related embrittlement. C4. Fractures to tow bar attachments, roof rack fittings, or aftermarket accessories not listed in the original manufacturer's specification.
chunk_00020	user_policy_3_quickclaim_general	C. Exclusions Relating to Cracks	crack	exclusion	233	[C. Exclusions Relating to Cracks] manufacturer's specification. C5. Stress cracks in the vehicle chassis or monocoque arising from prolonged use on uneven roads, classified as structural fatigue. QUICKCLAIM GENERAL INSURANCE LIMITED
chunk_00021	user_policy_3_quickclaim_general	D. Exclusions Relating to Lamp Damage	broken_lamp	exclusion	227	D. Exclusions Relating to Lamp Damage D1. Failure of lamp units due to electrical faults in the vehicle wiring, including short circuits, voltage spikes, or faulty relays, without concurrent physical damage to the lamp housing.
chunk_00022	user_policy_3_quickclaim_general	D. Exclusions Relating to Lamp Damage	broken_lamp	exclusion	335	[D. Exclusions Relating to Lamp Damage] D2. Lamp damage arising from thermal stress caused by the use of non-OEM replacement bulbs with wattage exceeding the manufacturer's specification. D3. Damage to interior cabin lighting, instrument cluster lighting, or decorative LED strips not forming part of the vehicle's regulatory lighting.
chunk_00023	user_policy_3_quickclaim_general	D. Exclusions Relating to Lamp Damage	dent,broken_lamp	exclusion	323	[D. Exclusions Relating to Lamp Damage] vehicle's regulatory lighting. D4. Discolouration, cloudiness, or UV hazing of polycarbonate headlamp covers, not resulting from a specific impact event. D5. Lamp assembly damage to vehicles modified for commercial hire or rental use, contrary to the permitted use under this policy.
chunk_00024	user_policy_3_quickclaim_general	E. Exclusions Relating to Glass Damage	shattered_glass	exclusion	295	E. Exclusions Relating to Glass Damage E1. Glass damage sustained on vehicles being transported as commercial cargo, unless transit is specifically endorsed on the Schedule. E2. Replacement or repair of tinted films, UV filters, or decorative coatings applied to glass surfaces post-manufacture.
chunk_00025	user_policy_3_quickclaim_general	E. Exclusions Relating to Glass Damage	dent,scratch,shattered_glass	exclusion	262	[E. Exclusions Relating to Glass Damage] E3. Sunroof or glass roof panel damage unless specifically included by endorsement in the Schedule. E4. Microscopic surface scratches on tempered side glass that do not impair visibility or constitute a structural breach.
chunk_00026	user_policy_3_quickclaim_general	E. Exclusions Relating to Glass Damage	shattered_glass	exclusion	217	[E. Exclusions Relating to Glass Damage] E5. Glass repair (as distinct from replacement) where the repaired area exceeds the diameter threshold specified in the Surveyor's Guidelines issued by IRDAI from time to time.
chunk_00027	user_policy_3_quickclaim_general	F. Exclusions Relating to Tyre Damage	flat_tyre	exclusion	249	F. Exclusions Relating to Tyre Damage F1. Tyre damage occurring when the vehicle is operated outside the permitted geographical area stated in the Schedule. F2. Destruction of tyres from illegal motor racing, rallying, or competitive driving events.
chunk_00028	user_policy_3_quickclaim_general	F. Exclusions Relating to Tyre Damage	flat_tyre	exclusion	263	[F. Exclusions Relating to Tyre Damage] F3. Tyre valve stem damage alone, without accompanying damage to the tyre carcass, bead, or inner tube. F4. Damage to run-flat tyres operated beyond zero-pressure range exceeding the manufacturer's specified distance limit.
chunk_00029	user_policy_3_quickclaim_general	F. Exclusions Relating to Tyre Damage	flat_tyre	exclusion	321	[F. Exclusions Relating to Tyre Damage] limit. F5. Tyre damage resulting from driving over road conditions that the insured was aware of before commencing the journey. DEDUCTIBLE The insured shall bear the first Rs. 1,500 of each and every own damage claim. This compulsory deductible is not insurable. IDV AND TOTAL LOSS
chunk_00030	user_policy_3_quickclaim_general	F. Exclusions Relating to Tyre Damage	flat_tyre	exclusion	319	[F. Exclusions Relating to Tyre Damage] insurable. IDV AND TOTAL LOSS Age of Vehicle % of Depreciation Not exceeding 6 months 5% Exceeding 6 months but not exceeding 1 year 15% Exceeding 1 year but not exceeding 2 years 20% Exceeding 2 years but not exceeding 3 years 30% Exceeding 3 years but not exceeding 4 years 40%
chunk_00031	user_policy_3_quickclaim_general	F. Exclusions Relating to Tyre Damage	flat_tyre	exclusion	279	[F. Exclusions Relating to Tyre Damage] Exceeding 4 years but not exceeding 5 years 50% Total Loss is declared when repair cost exceeds 75% of IDV. CLAIM INTIMATION Intimation of any claim must be made to the Company within 48 hours of the occurrence. Failure to comply with this
chunk_00032	user_policy_3_quickclaim_general	F. Exclusions Relating to Tyre Damage	flat_tyre	exclusion	210	[F. Exclusions Relating to Tyre Damage] condition may prejudice the insured's entitlement to indemnity. This is a synthetic specimen policy for research and educational use only. Not a valid insurance contract.
