chunk_id	doc_id	heading	damage_classes	clause_type	chunk_len	text
chunk_00010	user_policy_5_valuemotor	These situations are excluded from your ValueMotor policy:		exclusion	58	These situations are excluded from your ValueMotor policy:
chunk_00011	user_policy_5_valuemotor	3.1 General exclusions		exclusion	266	3.1 General exclusions (cid:127) Wear and tear, gradual deterioration, or mechanical and electrical breakdown. (cid:127) Damage caused while the driver was under the influence of alcohol or drugs. (cid:127) Loss outside the geographical area stated in your Schedule.
chunk_00012	user_policy_5_valuemotor	3.1 General exclusions		exclusion	144	[3.1 General exclusions] (cid:127) Use of the vehicle in violation of your permit conditions. (cid:127) Driving without a valid driving licence.
chunk_00013	user_policy_5_valuemotor	3.2 Dent and body panel exclusions	dent	exclusion	275	3.2 Dent and body panel exclusions (cid:127) Dents caused by you or a family member driving the vehicle deliberately into a gate, pillar, or fixed structure. (cid:127) Panel deformations from overloading the vehicle's roof, boot, or tow bar beyond the permitted weight limit.
chunk_00014	user_policy_5_valuemotor	3.2 Dent and body panel exclusions	dent,crack	exclusion	275	[3.2 Dent and body panel exclusions] (cid:127) Pre-existing dents noted at pre-policy inspection and documented in the Inspection Report at policy inception. (cid:127) Dents in the vehicle's undercarriage, floor pan, or chassis members that are not visible from the exterior.
chunk_00015	user_policy_5_valuemotor	3.2 Dent and body panel exclusions	dent	exclusion	171	[3.2 Dent and body panel exclusions] (cid:127) Minor parking contact marks on bumpers from very low-speed manoeuvres in private parking where no reportable event occurred.
chunk_00016	user_policy_5_valuemotor	3.3 Scratch and paint exclusions	scratch	exclusion	201	3.3 Scratch and paint exclusions (cid:127) Paint scratches from automatic car wash equipment with worn or dirty brushes. (cid:127) Surface oxidation, paint fade, or chalking from prolonged UV exposure.
chunk_00017	user_policy_5_valuemotor	3.3 Scratch and paint exclusions	scratch	exclusion	246	[3.3 Scratch and paint exclusions] (cid:127) Chemical paint damage from acid rain, industrial fallout, or bird droppings not linked to a sudden identifiable event. (cid:127) Boot lid or sill scratches from loading and unloading luggage and goods.
chunk_00018	user_policy_5_valuemotor	3.3 Scratch and paint exclusions	scratch	exclusion	173	[3.3 Scratch and paint exclusions] (cid:127) Scratch damage to the interior of the vehicle including seats, dashboard, and door cards. VALUEMOTOR COMPREHENSIVE INSURANCE LTD
chunk_00019	user_policy_5_valuemotor	3.4 Crack exclusions	dent,crack,shattered_glass	exclusion	297	3.4 Crack exclusions (cid:127) Cracks in the engine block or cylinder head, unless arising directly and solely from an insured external impact covered under Section 1. (cid:127) Hairline cracks in laminated glass that do not impair the driver's vision and do not develop into full fractures within
chunk_00020	user_policy_5_valuemotor	3.4 Crack exclusions	crack	exclusion	293	[3.4 Crack exclusions] the policy period. (cid:127) Cracks in aftermarket accessories or non-standard body additions. (cid:127) Dashboard or interior trim panel cracks from heat, UV, or age-related material degradation. (cid:127) Fractures in tow ball assemblies, roof bars, or cycle carriers.
chunk_00021	user_policy_5_valuemotor	3.5 Lamp exclusions	broken_lamp	exclusion	223	3.5 Lamp exclusions (cid:127) Lamp failure from bulb burnout, filament failure, or blown fuse, without any physical damage to the lamp body or lens. (cid:127) Condensation damage to lamp internals through an undamaged seal.
chunk_00022	user_policy_5_valuemotor	3.5 Lamp exclusions	broken_lamp	exclusion	310	[3.5 Lamp exclusions] (cid:127) Lighting modifications or aftermarket lights not approved by the manufacturer. (cid:127) Corrosion of lamp connector pins or wiring from moisture over time. (cid:127) Damage to daytime running lights (DRL) or ambient interior lighting not forming part of the vehicle's mandatory
chunk_00023	user_policy_5_valuemotor	3.6 Glass exclusions	shattered_glass	exclusion	201	3.6 Glass exclusions (cid:127) Sunroof glass damage unless specifically endorsed on your Schedule. (cid:127) Replacement of tinted privacy film, UV coating, or decorative film applied to vehicle glass.
chunk_00024	user_policy_5_valuemotor	3.6 Glass exclusions	scratch,shattered_glass	exclusion	247	[3.6 Glass exclusions] (cid:127) Windscreen wiper-induced scratches on tempered glass where the wiper blade was damaged or worn at the time. (cid:127) Glass damage on a vehicle declared as a commercial vehicle or hired-out vehicle in the Schedule.
chunk_00025	user_policy_5_valuemotor	3.6 Glass exclusions	crack,shattered_glass	exclusion	161	[3.6 Glass exclusions] (cid:127) Repair-only windscreen claims where the chip or crack is small and repairable rather than requiring full windscreen replacement.
chunk_00026	user_policy_5_valuemotor	3.7 Tyre exclusions	crack,flat_tyre	exclusion	223	3.7 Tyre exclusions (cid:127) Tyre deterioration, tread wear, or sidewall cracking from age and use. (cid:127) Tyre damage when the vehicle was driven knowingly on a flat or underinflated tyre for a distance exceeding 2 km.
chunk_00027	user_policy_5_valuemotor	3.7 Tyre exclusions	dent,flat_tyre	exclusion	228	[3.7 Tyre exclusions] (cid:127) Damage to non-standard tyres, including competition tyres or oversized tyres not conforming to the vehicle's type approval. (cid:127) Tyre valve cap or core damage alone, without tyre body damage.
chunk_00028	user_policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	129	[3.7 Tyre exclusions] (cid:127) Tyre damage from use of the vehicle in rallying, track days, or any competitive motorsport event.
chunk_00029	user_policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	184	[3.7 Tyre exclusions] 4. YOUR EXCESS (DEDUCTIBLE) You pay the first Rs. 1,000 of each claim. This is your compulsory excess. You cannot insure this amount with us or any other insurer.
chunk_00030	user_policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	277	[3.7 Tyre exclusions] 5. INSURED DECLARED VALUE AND TOTAL LOSS The IDV is your vehicle's sum insured. It is based on the manufacturer's ex-showroom price reduced for age: Age of Vehicle % of Depreciation Not exceeding 6 months 5% Exceeding 6 months but not exceeding 1 year 15%
chunk_00031	user_policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	212	[3.7 Tyre exclusions] Exceeding 1 year but not exceeding 2 years 20% Exceeding 2 years but not exceeding 3 years 30% Exceeding 3 years but not exceeding 4 years 40% Exceeding 4 years but not exceeding 5 years 50%
chunk_00032	user_policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	151	[3.7 Tyre exclusions] If your repair cost exceeds 75% of the IDV, we will settle your claim as a Total Loss and pay you the IDV less any salvage value.
chunk_00033	user_policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	246	[3.7 Tyre exclusions] 6. NO CLAIM BONUS Your claim history Your NCB discount 1 claim-free year 20% 2 claim-free years 25% 3 claim-free years 35% 4 claim-free years 45% 5+ claim-free years 50% Your NCB resets to 0% if you make a claim in any year.
chunk_00034	user_policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	288	[3.7 Tyre exclusions] 7. HOW TO CLAIM (cid:127) Call our helpline or use the app within 24 hours of the accident. (cid:127) Take photos of the damage before moving the vehicle if it is safe to do so. (cid:127) Get a repair estimate from a garage and share it with us before repairs start.
chunk_00035	user_policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	163	[3.7 Tyre exclusions] (cid:127) We aim to complete survey and approve repairs within 2 working days. (cid:127) Cashless repair is available at our network garages.
chunk_00036	user_policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	283	[3.7 Tyre exclusions] 8. THIRD PARTY COVER We provide compulsory third-party liability cover as required by the Motor Vehicles Act. This covers you for legal liability arising from death of or injury to a third party, or damage to third-party property, caused by use of your vehicle.
chunk_00037	user_policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	220	[3.7 Tyre exclusions] 9. GENERAL EXCEPTIONS This policy does not cover any claim arising from war, nuclear risk, use of the vehicle in violation of permit conditions, or operation outside the specified geographical area.
chunk_00038	user_policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	208	[3.7 Tyre exclusions] This is a synthetic specimen policy document created for AI research and educational purposes only. This document does not constitute a valid, binding, or enforceable insurance contract.
