chunk_id	doc_id	heading	damage_classes	clause_type	chunk_len	text
chunk_00010	user_policy_2_safedrive_assurance	What is NOT covered under glass:	scratch,shattered_glass	coverage	327	[What is NOT covered under glass:] (cid:127) Superficial glass scratches or micro-abrasions that do not constitute a break or chip. (cid:127) Glass damage sustained while the vehicle is in commercial transit not covered under this policy. (cid:127) Tinted film or protective coatings applied to glass after vehicle manufacture.
chunk_00011	user_policy_2_safedrive_assurance	What is NOT covered under glass:	shattered_glass,flat_tyre	coverage	293	[What is NOT covered under glass:] PART A2. TYRE COVERAGE DETAILS Tyre damage is covered subject to a deduction of 50% of the cost of replacement of the damaged tyre and tube. This cover applies only if the vehicle itself has also sustained damage in the same incident. Stand-alone tyre claims
chunk_00012	user_policy_2_safedrive_assurance	What is NOT covered under glass:	dent,shattered_glass	coverage	93	[What is NOT covered under glass:] without concurrent vehicle body damage are not admissible.
chunk_00013	user_policy_2_safedrive_assurance	What is NOT covered for tyres:	crack,flat_tyre	coverage	220	What is NOT covered for tyres: (cid:127) Tyre wear, sidewall cracking from age, or tread depth below 1.6mm (legal minimum). (cid:127) Damage to run-flat tyres used beyond the manufacturer's specified zero-pressure range.
chunk_00014	user_policy_2_safedrive_assurance	What is NOT covered for tyres:	flat_tyre	coverage	250	[What is NOT covered for tyres:] (cid:127) Tyre damage when the vehicle was being used for illegal racing, rallying, or off-road purposes not permitted under the policy. (cid:127) Damage to tyre valves alone, without accompanying tyre or tube damage.
chunk_00015	user_policy_2_safedrive_assurance	What is NOT covered for tyres:	flat_tyre	coverage	158	[What is NOT covered for tyres:] (cid:127) Gradual deterioration of tyre compound from UV exposure, ozone degradation, or age. SAFEDRIVE ASSURANCE CORPORATION
chunk_00016	user_policy_2_safedrive_assurance	PART B. NIL DEPRECIATION ADD-ON (INCLUDED IN THIS POLICY)		sub_limit	287	PART B. NIL DEPRECIATION ADD-ON (INCLUDED IN THIS POLICY) This policy includes Nil Depreciation cover as a standard feature for vehicles not exceeding 3 years from the date of first registration. For vehicles aged 3 to 5 years, a 75% waiver of applicable depreciation is provided. No nil
chunk_00017	user_policy_2_safedrive_assurance	PART B. NIL DEPRECIATION ADD-ON (INCLUDED IN THIS POLICY)		sub_limit	293	[PART B. NIL DEPRECIATION ADD-ON (INCLUDED IN THIS POLICY)] depreciation benefit is available for vehicles older than 5 years. Age of Vehicle % of Depreciation Vehicle age up to 3 years Nil depreciation (100% parts cost recoverable) Vehicle age 3 to 5 years 75% waiver of standard depreciation
chunk_00018	user_policy_2_safedrive_assurance	PART B. NIL DEPRECIATION ADD-ON (INCLUDED IN THIS POLICY)		sub_limit	135	[PART B. NIL DEPRECIATION ADD-ON (INCLUDED IN THIS POLICY)] Vehicle age exceeding 5 years Standard depreciation applies as per schedule
chunk_00019	user_policy_2_safedrive_assurance	The following are excluded from this policy:		exclusion	44	The following are excluded from this policy:
chunk_00020	user_policy_2_safedrive_assurance	The following are excluded from this policy:		exclusion	199	[The following are excluded from this policy:] 1. Consequential financial loss, loss of use, or reduction in market value of the vehicle following an accident, even if the physical damage is covered.
chunk_00021	user_policy_2_safedrive_assurance	The following are excluded from this policy:	dent,scratch	exclusion	215	[The following are excluded from this policy:] 2. Panel dents, scratches, or marks arising from gradual accumulation of minor incidents over time where no single identifiable accident can be attributed as the cause.
chunk_00022	user_policy_2_safedrive_assurance	The following are excluded from this policy:	scratch	exclusion	172	[The following are excluded from this policy:] 3. Scratch damage resulting from routine washing and cleaning activities of the vehicle, classified under fair wear and tear.
chunk_00023	user_policy_2_safedrive_assurance	The following are excluded from this policy:	crack	exclusion	176	[The following are excluded from this policy:] 4. Cracks in engine mountings, chassis members, or structural frame components arising from metal fatigue or prolonged vibration.
chunk_00024	user_policy_2_safedrive_assurance	The following are excluded from this policy:	broken_lamp	exclusion	202	[The following are excluded from this policy:] 5. Lamp malfunction due to electrical failure, water ingression through an undamaged seal, or simple bulb failure without physical damage to the lamp body.
chunk_00025	user_policy_2_safedrive_assurance	The following are excluded from this policy:	broken_lamp	exclusion	194	[The following are excluded from this policy:] 6. Corrosion of lamp housings or lighting units from long-term exposure to the elements, classified as deterioration rather than accidental damage.
chunk_00026	user_policy_2_safedrive_assurance	The following are excluded from this policy:	dent,broken_lamp,shattered_glass	exclusion	188	[The following are excluded from this policy:] 7. Glass haze, delamination, or yellowing of polycarbonate headlamp covers from UV exposure over time, not caused by a specific impact event.
chunk_00027	user_policy_2_safedrive_assurance	The following are excluded from this policy:	flat_tyre	exclusion	158	[The following are excluded from this policy:] 8. Damage to tyres used beyond their rated load index or speed rating as specified by the vehicle manufacturer.
chunk_00028	user_policy_2_safedrive_assurance	The following are excluded from this policy:	flat_tyre	exclusion	184	[The following are excluded from this policy:] 9. Any claim where the vehicle was driven with a tyre already known to be flat or significantly underinflated at the time of the journey.
chunk_00029	user_policy_2_safedrive_assurance	The following are excluded from this policy:		exclusion	209	[The following are excluded from this policy:] 10. Mechanical or electrical breakdown of any component, including the engine, gearbox, suspension, or braking system, unless caused directly by an insured peril.
chunk_00030	user_policy_2_safedrive_assurance	PART D. INSURED DECLARED VALUE (IDV)		sub_limit	288	PART D. INSURED DECLARED VALUE (IDV) Your vehicle's IDV represents the maximum we will pay in the event of a total loss or theft. It is calculated at the start of the policy using the manufacturer's list price reduced by depreciation based on vehicle age: Age of Vehicle % of Depreciation
chunk_00031	user_policy_2_safedrive_assurance	PART D. INSURED DECLARED VALUE (IDV)		sub_limit	336	[PART D. INSURED DECLARED VALUE (IDV)] Age of Vehicle % of Depreciation Not exceeding 6 months 5% Exceeding 6 months but not exceeding 1 year 15% Exceeding 1 year but not exceeding 2 years 20% Exceeding 2 years but not exceeding 3 years 30% Exceeding 3 years but not exceeding 4 years 40% Exceeding 4 years but not exceeding 5 years 50%
chunk_00032	user_policy_2_safedrive_assurance	PART D. INSURED DECLARED VALUE (IDV)		sub_limit	118	[PART D. INSURED DECLARED VALUE (IDV)] A claim will be settled as Total Loss if the cost of repair exceeds 75% of IDV.
chunk_00033	user_policy_2_safedrive_assurance	PART E. DEDUCTIBLE		sub_limit	283	PART E. DEDUCTIBLE You are responsible for the first Rs. 2,000 of each own damage claim under Part A of this policy. This compulsory excess applies per occurrence. An optional voluntary excess of Rs. 1,000, Rs. 2,000, or Rs. 5,000 may be selected at inception for a premium discount.
chunk_00034	user_policy_2_safedrive_assurance	PART F. NO CLAIM BONUS		exclusion	252	PART F. NO CLAIM BONUS Claim History NCB at Renewal NCB if Claim Made 0 claims in preceding year 20% 0% 0 claims in preceding 2 years 25% 0% 0 claims in preceding 3 years 35% 0% 0 claims in preceding 4 years 45% 0% 0 claims in preceding 5+ years 50% 0%
chunk_00035	user_policy_2_safedrive_assurance	PART G. HOW TO MAKE A CLAIM		general	273	PART G. HOW TO MAKE A CLAIM (cid:127) Contact our 24-hour claims helpline within 24 hours of the incident. (cid:127) Do not authorise repairs above Rs. 500 without our written approval. (cid:127) Submit your claim form, vehicle documents, and repair estimate within 7 days.
chunk_00036	user_policy_2_safedrive_assurance	PART G. HOW TO MAKE A CLAIM		general	104	[PART G. HOW TO MAKE A CLAIM] (cid:127) Payment is processed within 5 working days of survey completion.
chunk_00037	user_policy_2_safedrive_assurance	PART H. GENERAL EXCEPTIONS		coverage	241	PART H. GENERAL EXCEPTIONS This policy does not cover any loss arising from: war, nuclear risk, use of vehicle in violation of permit conditions, driving without a valid licence, or use of the vehicle outside the permitted geographical area.
chunk_00038	user_policy_2_safedrive_assurance	PART H. GENERAL EXCEPTIONS		general	171	[PART H. GENERAL EXCEPTIONS] This is a synthetic specimen policy document created for research and educational purposes. It does not constitute a valid insurance contract.
